,Unnamed: 0,Date,Latitude,Longitude,Speed,Altitude,ir,luminosity,pm1s,pm25s,pm10s,pm1e,pm25e,pm10e,a03um01Lair,a05um01Lair,a1um01Lair,a25um01Lair,a5um01Lair,a10um01Lair,Co2,Temp,Hum,uv,ROH,NH4
2767,6344,2021-07-13 21:12:49.000,14.5796,121.0826,1.18,20.9,79,15.4812,62,77,78,41,52,63,11772,3252,281,11,1,1,731.25,0.0,0.0,0.0,0,0
2768,6345,2021-07-13 21:12:49.000,14.5796,121.0826,1.18,20.9,84,14.7794,62,77,78,41,52,63,11772,3252,281,11,1,1,762.5,0.0,0.0,0.0,0,0
2769,6346,2021-07-13 21:12:49.000,14.5796,121.0826,1.18,20.9,105,16.5598,61,77,78,40,51,63,11949,3255,284,14,1,1,731.25,0.0,0.0,0.0,0,0
2770,6347,2021-07-13 21:12:49.000,14.5796,121.0826,1.18,20.9,82,15.7407,61,76,78,40,51,63,11928,3246,283,16,2,1,731.25,0.0,0.0,0.0,0,0
2771,6348,2021-07-13 21:12:49.000,14.5796,121.0826,1.18,20.9,285,19.6597,61,76,78,40,51,63,11928,3246,283,16,2,1,746.88,0.0,0.0,0.0,0,0
2772,6349,2021-07-13 21:12:59.000,14.5796,121.0826,1.18,20.9,131,15.8815,66,82,82,43,54,65,12714,3462,297,15,1,0,762.5,0.0,0.0,0.0,0,0
2773,6350,2021-07-13 21:13:01.000,14.5796,121.0826,1.18,20.9,74,15.7697,64,78,79,42,52,63,12336,3367,282,11,1,0,731.25,0.0,0.0,0.0,0,0
2774,6351,2021-07-13 21:13:01.000,14.5796,121.0826,1.18,20.9,86,16.0697,60,72,76,40,50,61,11700,3213,263,15,5,0,746.88,0.0,0.0,0.0,0,0
2775,6352,2021-07-13 21:13:01.000,14.5796,121.0826,1.18,20.9,86,15.9649,62,72,77,40,51,63,11469,3139,245,15,6,0,746.88,0.0,0.0,0.0,0,0
2776,6353,2021-07-13 21:13:01.000,14.5796,121.0826,1.18,20.9,83,15.7049,63,73,78,42,51,64,11541,3192,254,10,6,0,746.88,0.0,0.0,0.0,0,0
2777,6354,2021-07-13 21:13:01.000,14.5796,121.0826,1.18,20.9,63,15.9762,56,67,71,37,48,60,10626,2937,240,12,6,0,715.63,0.0,0.0,0.0,0,0
2778,6355,2021-07-13 21:13:01.000,14.5796,121.0826,1.18,20.9,62,15.7496,54,64,68,35,47,58,10413,2857,234,12,6,0,731.25,0.0,0.0,0.0,0,0
2779,6356,2021-07-13 21:13:01.000,14.5796,121.0826,1.18,20.9,69,15.8516,54,64,69,35,47,59,10389,2854,236,13,7,0,731.25,0.0,0.0,0.0,0,0
2780,6357,2021-07-13 21:13:01.000,14.5796,121.0826,1.18,20.9,64,15.5129,53,63,67,34,46,57,10176,2789,236,12,7,0,746.88,0.0,0.0,0.0,0,0
2781,6358,2021-07-13 21:13:01.000,14.5796,121.0826,1.18,20.9,72,16.2671,53,63,67,34,46,57,10176,2789,236,12,7,0,731.25,0.0,0.0,0.0,0,0
2782,6359,2021-07-13 21:13:01.000,14.5796,121.0826,1.18,20.9,64,16.6279,52,62,64,34,46,56,10068,2755,224,6,3,0,731.25,0.0,0.0,0.0,0,0
2783,6360,2021-07-13 21:13:01.000,14.5796,121.0826,1.18,20.9,62,16.3875,52,62,64,34,46,56,9999,2755,231,7,3,0,746.88,0.0,0.0,0.0,0,0
2784,6361,2021-07-13 21:13:01.000,14.5796,121.0826,1.18,20.9,62,16.2279,53,63,65,35,47,57,9999,2755,231,7,3,0,715.63,0.0,0.0,0.0,0,0
2785,6362,2021-07-13 21:13:01.000,14.5796,121.0826,1.18,20.9,65,16.0048,51,62,64,34,46,56,9618,2653,230,12,3,1,762.5,0.0,0.0,0.0,0,0
2786,6363,2021-07-13 21:13:01.000,14.5796,121.0826,1.18,20.9,66,16.2314,47,56,59,32,43,53,9075,2483,211,12,3,1,746.88,0.0,0.0,0.0,0,0
2787,6364,2021-07-13 21:13:01.000,14.5796,121.0826,1.18,20.9,69,17.8672,46,55,57,33,44,52,8619,2372,205,11,2,1,703.13,0.0,0.0,0.0,0,0
2788,6365,2021-07-13 21:13:31.000,14.5796,121.0826,1.18,21.0,63,16.9333,46,55,57,33,44,52,8619,2372,205,11,2,1,746.88,0.0,0.0,0.0,0,0
2789,6366,2021-07-13 21:13:31.000,14.5796,121.0826,1.18,21.0,76,16.9623,44,53,55,32,43,51,8310,2286,200,10,2,1,715.63,0.0,0.0,0.0,0,0
2790,6367,2021-07-13 21:13:31.000,14.5796,121.0826,1.18,21.0,72,17.0611,40,48,50,30,40,48,7734,2125,178,9,2,1,809.38,0.0,0.0,0.0,0,0
2791,6368,2021-07-13 21:13:31.000,14.5796,121.0826,1.18,21.0,71,16.8874,40,48,50,30,40,48,7734,2125,178,9,2,1,731.25,0.0,0.0,0.0,0,0
2792,6369,2021-07-13 21:13:31.000,14.5796,121.0826,1.18,21.0,76,17.068,39,47,49,30,39,48,7323,2030,162,9,2,1,778.13,0.0,0.0,0.0,0,0
2793,6370,2021-07-13 21:13:31.000,14.5796,121.0826,1.18,21.0,86,17.6461,37,43,45,28,37,44,7047,1953,154,8,1,1,762.5,0.0,0.0,0.0,0,0
2794,6371,2021-07-13 21:13:31.000,14.5796,121.0826,1.18,21.0,76,17.4912,35,42,44,27,37,44,6762,1882,141,9,2,1,746.88,0.0,0.0,0.0,0,0
2795,6372,2021-07-13 21:13:31.000,14.5796,121.0826,1.18,21.0,161,18.6378,35,42,44,27,37,44,6762,1882,141,9,2,1,793.75,0.0,0.0,0.0,0,0
2796,6373,2021-07-13 21:13:31.000,14.5796,121.0826,1.18,21.0,130,20.132,33,40,43,27,35,43,6468,1790,149,10,3,2,762.5,0.0,0.0,0.0,0,0
2797,6374,2021-07-13 21:13:31.000,14.5796,121.0826,1.18,21.0,123,18.6031,32,38,41,26,34,41,6198,1709,142,9,3,2,746.88,0.0,0.0,0.0,0,0
2798,6375,2021-07-13 21:13:31.000,14.5796,121.0826,1.18,21.0,120,17.9259,31,36,38,26,33,38,6018,1653,139,3,2,1,746.88,0.0,0.0,0.0,0,0
2799,6376,2021-07-13 21:13:31.000,14.5796,121.0826,1.18,21.0,116,17.437,32,37,39,27,34,39,6018,1653,139,3,2,1,762.5,0.0,0.0,0.0,0,0
2800,6377,2021-07-13 21:13:31.000,14.5796,121.0826,1.18,21.0,95,17.322,32,36,38,27,33,38,5934,1625,130,2,2,1,825.0,0.0,0.0,0.0,0,0
2801,6378,2021-07-13 21:13:31.000,14.5796,121.0826,1.18,21.0,89,17.3265,31,36,37,26,33,37,5859,1591,134,3,2,1,746.88,0.0,0.0,0.0,0,0
2802,6379,2021-07-13 21:13:58.000,14.5796,121.0826,1.18,21.1,69,16.8052,31,36,37,26,33,37,5859,1591,134,3,2,1,762.5,0.0,0.0,0.0,0,0
2803,6380,2021-07-13 21:13:58.000,14.5796,121.0826,1.18,21.1,66,16.7092,29,34,36,25,32,36,5640,1518,134,3,2,1,746.88,0.0,0.0,0.0,0,0
2804,6381,2021-07-13 21:14:01.000,14.5796,121.0826,0.0,21.1,66,16.7623,28,33,34,24,31,34,5562,1500,134,3,2,1,746.88,0.0,0.0,0.0,0,0
2805,6382,2021-07-13 21:14:04.000,14.5796,121.0826,0.0,21.1,71,16.9404,27,32,34,23,31,34,5445,1462,145,3,2,1,837.5,0.0,0.0,0.0,0,0
2806,6383,2021-07-13 21:14:04.000,14.5796,121.0826,0.0,21.1,71,16.9404,27,32,34,23,31,34,5445,1462,145,3,2,1,778.13,0.0,0.0,0.0,0,0
2807,6384,2021-07-13 21:14:04.000,14.5796,121.0826,0.0,21.1,65,17.3332,28,33,35,24,32,35,5415,1455,150,4,2,1,731.25,0.0,0.0,0.0,0,0
2808,6385,2021-07-13 21:14:11.000,14.5796,121.0826,0.01,21.1,80,17.3407,27,32,33,23,31,33,5418,1448,149,3,1,1,746.88,0.0,0.0,0.0,0,0
2809,6386,2021-07-13 21:14:13.000,14.5796,121.0826,0.01,21.1,106,17.2536,27,32,33,23,31,33,5418,1448,149,3,1,1,762.5,0.0,0.0,0.0,0,0
2810,6387,2021-07-13 21:14:13.000,14.5796,121.0826,0.01,21.1,68,17.2155,28,33,33,24,32,33,5370,1441,136,3,0,0,853.13,0.0,0.0,0.0,0,0
2811,6388,2021-07-13 21:14:17.000,14.5796,121.0826,0.0,21.1,130,18.5285,27,32,32,24,31,32,5316,1424,135,3,0,0,746.88,0.0,0.0,0.0,0,0
2812,6389,2021-07-13 21:14:17.000,14.5796,121.0826,0.0,21.1,123,18.7066,27,32,32,24,31,32,5376,1438,124,3,0,0,762.5,0.0,0.0,0.0,0,0
2813,6390,2021-07-13 21:14:17.000,14.5796,121.0826,0.0,21.1,111,17.7079,26,31,31,23,30,31,5376,1438,124,3,0,0,778.13,0.0,0.0,0.0,0,0
2814,6391,2021-07-13 21:14:23.000,14.5796,121.0826,0.0,21.1,102,17.443,26,31,31,23,30,31,5367,1435,123,3,0,0,731.25,0.0,0.0,0.0,0,0
2815,6392,2021-07-13 21:14:23.000,14.5796,121.0826,0.0,21.1,79,17.1141,26,31,31,23,30,31,5343,1434,119,2,0,0,868.75,0.0,0.0,0.0,0,0
2816,6393,2021-07-13 21:14:23.000,14.5796,121.0826,0.0,21.1,75,17.2116,26,31,31,23,30,31,5343,1434,119,2,0,0,762.5,0.0,0.0,0.0,0,0
2817,6394,2021-07-13 21:14:23.000,14.5796,121.0826,0.0,21.1,82,17.161,26,31,31,23,30,31,5328,1430,119,2,0,0,778.13,0.0,0.0,0.0,0,0
2818,6395,2021-07-13 21:14:23.000,14.5796,121.0826,0.0,21.1,104,17.1136,26,31,31,23,30,31,5292,1427,118,2,0,0,746.88,0.0,0.0,0.0,0,0
2819,6396,2021-07-13 21:14:23.000,14.5796,121.0826,0.0,21.1,121,17.6345,26,31,31,23,30,31,5223,1411,115,2,0,0,746.88,0.0,0.0,0.0,0,0
2820,6397,2021-07-13 21:14:23.000,14.5796,121.0826,0.0,21.1,111,17.8119,26,31,31,23,30,31,5223,1411,115,2,0,0,809.38,0.0,0.0,0.0,0,0
2821,6398,2021-07-13 21:14:23.000,14.5796,121.0826,0.0,21.1,116,17.8514,25,30,30,22,29,30,5145,1390,105,1,0,0,746.88,0.0,0.0,0.0,0,0
2822,6399,2021-07-13 21:14:37.000,14.5796,121.0826,0.01,21.1,92,18.0062,25,29,29,22,29,29,5091,1377,102,1,0,0,746.88,0.0,0.0,0.0,0,0
2823,6400,2021-07-13 21:14:37.000,14.5796,121.0826,0.01,21.1,66,21.6164,25,29,29,22,29,29,5091,1377,102,1,0,0,715.63,0.0,0.0,0.0,0,0
2824,6401,2021-07-13 21:14:37.000,14.5796,121.0826,0.01,21.1,72,22.5457,24,28,28,22,28,28,4917,1333,99,0,0,0,778.13,0.0,0.0,0.0,0,0
2825,6402,2021-07-13 21:14:43.000,14.5796,121.0826,0.01,21.1,84,22.1698,24,27,27,22,27,27,4716,1275,96,0,0,0,746.88,0.0,0.0,0.0,0,0
2826,6403,2021-07-13 21:14:45.000,14.5796,121.0826,0.0,21.1,83,21.1458,24,28,28,22,28,28,4656,1264,96,1,0,0,746.88,0.0,0.0,0.0,0,0
2827,6404,2021-07-13 21:14:45.000,14.5796,121.0826,0.0,21.1,110,21.3487,24,28,28,22,28,28,4656,1264,96,1,0,0,762.5,0.0,0.0,0.0,0,0
2828,6405,2021-07-13 21:14:45.000,14.5796,121.0826,0.0,21.1,99,21.3305,24,28,28,22,28,28,4617,1250,96,1,0,0,746.88,0.0,0.0,0.0,0,0
2829,6406,2021-07-13 21:14:53.000,14.5796,121.0826,0.01,21.1,71,20.6103,23,27,27,21,27,27,4566,1245,90,1,0,0,746.88,0.0,0.0,0.0,0,0
2830,6407,2021-07-13 21:14:53.000,14.5796,121.0826,0.01,21.1,104,19.5173,23,27,27,21,27,27,4566,1245,90,1,0,0,746.88,0.0,0.0,0.0,0,0
2831,6408,2021-07-13 21:14:53.000,14.5796,121.0826,0.01,21.1,62,16.9197,23,26,26,21,26,26,4446,1223,83,1,0,0,778.13,0.0,0.0,0.0,0,0
2832,6409,2021-07-13 21:14:53.000,14.5796,121.0826,0.01,21.1,60,17.3728,23,26,26,22,26,26,4338,1190,86,1,0,0,746.88,0.0,0.0,0.0,0,0
2833,6410,2021-07-13 21:14:53.000,14.5796,121.0826,0.01,21.1,60,16.8929,22,25,25,21,25,25,4176,1152,80,1,0,0,746.88,0.0,0.0,0.0,0,0
2834,6411,2021-07-13 21:14:53.000,14.5796,121.0826,0.01,21.1,79,16.3757,21,24,24,20,24,24,4176,1152,80,1,0,0,778.13,0.0,0.0,0.0,0,0
2835,6412,2021-07-13 21:15:05.000,14.5796,121.0826,0.03,21.1,76,17.068,21,24,24,20,24,24,4098,1122,80,1,0,0,746.88,0.0,0.0,0.0,0,0
2836,6413,2021-07-13 21:15:07.000,14.5796,121.0826,0.01,21.1,64,15.9373,20,23,23,19,23,23,3972,1087,78,1,0,0,746.88,0.0,0.0,0.0,0,0
2837,6414,2021-07-13 21:15:07.000,14.5796,121.0826,0.01,21.1,44,13.3237,20,23,23,19,23,23,3972,1087,78,1,0,0,746.88,0.0,0.0,0.0,0,0
2838,6415,2021-07-13 21:15:11.000,14.5796,121.0826,0.03,21.1,40,12.2047,21,24,24,20,24,24,4113,1122,94,1,0,0,778.13,0.0,0.0,0.0,0,0
2839,6416,2021-07-13 21:15:11.000,14.5796,121.0826,0.03,21.1,40,11.9377,21,24,24,20,24,24,4170,1142,86,1,0,0,746.88,0.0,0.0,0.0,0,0
2840,6417,2021-07-13 21:15:15.000,14.5796,121.0826,0.05,21.1,54,12.2929,21,24,25,20,24,25,4116,1136,93,6,1,0,746.88,0.0,0.0,0.0,0,0
2841,6418,2021-07-13 21:15:15.000,14.5796,121.0826,0.05,21.1,46,8.2167,22,25,26,21,25,26,4116,1136,93,6,1,0,762.5,0.0,0.0,0.0,0,0
2842,6419,2021-07-13 21:15:15.000,14.5796,121.0826,0.05,21.1,50,8.2347,22,25,27,21,25,27,4119,1152,96,6,1,0,762.5,0.0,0.0,0.0,0,0
2843,6420,2021-07-13 21:15:21.000,14.5796,121.0826,0.03,21.1,38,7.2433,22,26,27,21,26,27,4128,1163,96,6,1,0,715.63,0.0,0.0,0.0,0,0
2844,6421,2021-07-13 21:15:23.000,14.5796,121.0826,0.03,21.1,38,7.3483,22,26,27,21,26,27,4128,1163,96,6,1,0,731.25,0.0,0.0,0.0,0,0
2845,6422,2021-07-13 21:15:25.000,14.5796,121.0826,0.04,21.1,33,7.5858,22,26,27,21,26,27,4170,1174,97,6,1,0,778.13,0.0,0.0,0.0,0,0
2846,6423,2021-07-13 21:15:25.000,14.5796,121.0826,0.04,21.1,30,7.3297,22,26,27,21,26,27,4197,1182,92,6,1,0,746.88,0.0,0.0,0.0,0,0
2847,6424,2021-07-13 21:15:25.000,14.5796,121.0826,0.04,21.1,34,4.1616,23,26,27,22,26,27,4248,1190,93,6,1,0,731.25,0.0,0.0,0.0,0,0
2848,6425,2021-07-13 21:15:25.000,14.5796,121.0826,0.04,21.1,52,3.8686,23,26,27,22,26,27,4248,1190,93,6,1,0,837.5,0.0,0.0,0.0,0,0
2849,6426,2021-07-13 21:15:25.000,14.5796,121.0826,0.04,21.1,33,3.2807,22,26,27,21,26,27,4122,1161,92,9,1,0,746.88,0.0,0.0,0.0,0,0
2850,6427,2021-07-13 21:15:35.000,14.5796,121.0826,0.7,21.1,31,5.8151,22,26,27,21,26,27,4095,1159,94,9,1,0,746.88,0.0,0.0,0.0,0,0
2851,6428,2021-07-13 21:15:37.000,14.5796,121.0826,0.39,21.1,31,4.9277,22,26,27,21,26,27,4095,1159,94,9,1,0,715.63,0.0,0.0,0.0,0,0
2852,6429,2021-07-13 21:15:37.000,14.5796,121.0826,0.39,21.1,29,2.5933,20,24,25,20,24,25,3831,1077,77,9,1,0,762.5,0.0,0.0,0.0,0,0
2853,6430,2021-07-13 21:15:37.000,14.5796,121.0826,0.39,21.1,32,1.1222,19,23,24,19,23,24,3690,1030,80,9,1,0,825.0,0.0,0.0,0.0,0,0
2854,6431,2021-07-13 21:15:37.000,14.5796,121.0826,0.39,21.1,31,3.0364,18,21,21,18,21,21,3480,965,68,3,0,0,715.63,0.0,0.0,0.0,0,0
2855,6432,2021-07-13 21:15:45.000,14.5796,121.0827,0.62,21.1,18,2.7692,18,21,21,18,21,21,3480,965,68,3,0,0,715.63,0.0,0.0,0.0,0,0
2856,6433,2021-07-13 21:15:47.000,14.5796,121.0827,0.89,21.1,17,3.0116,17,19,20,17,19,20,3267,909,62,3,0,0,731.25,0.0,0.0,0.0,0,0
2857,6434,2021-07-13 21:15:47.000,14.5796,121.0827,0.89,21.1,16,2.6809,16,18,19,16,18,19,3114,856,62,3,0,0,746.88,0.0,0.0,0.0,0,0
2858,6435,2021-07-13 21:15:51.000,14.5796,121.0827,1.11,21.1,16,2.9422,16,18,19,16,18,19,3114,856,62,3,0,0,825.0,0.0,0.0,0.0,0,0
2859,6436,2021-07-13 21:15:53.000,14.5796,121.0827,1.41,21.1,19,3.2032,15,17,17,15,17,17,2877,790,58,3,0,0,762.5,0.0,0.0,0.0,0,0
2860,6437,2021-07-13 21:15:55.000,14.5796,121.0827,1.17,21.1,15,2.2472,14,16,17,14,16,17,2775,765,54,3,0,0,746.88,0.0,0.0,0.0,0,0
2861,6438,2021-07-13 21:15:55.000,14.5796,121.0827,1.17,21.1,14,0.9673,13,15,16,13,15,16,2640,722,50,3,0,0,746.88,0.0,0.0,0.0,0,0
2862,6439,2021-07-13 21:15:59.000,14.5796,121.0827,1.16,20.5,24,0.7355,13,15,16,13,15,16,2640,722,50,3,0,0,762.5,0.0,0.0,0.0,0,0
2863,6440,2021-07-13 21:15:59.000,14.5796,121.0827,1.16,20.5,31,0.8026,14,15,15,14,15,15,2664,736,53,0,0,0,825.0,0.0,0.0,0.0,0,0
2864,6441,2021-07-13 21:16:03.000,14.5795,121.0828,1.22,20.5,52,0.9833,13,15,15,13,15,15,2607,719,48,0,0,0,731.25,0.0,0.0,0.0,0,0
2865,6442,2021-07-13 21:16:05.000,14.5795,121.0828,1.41,20.5,31,0.6838,13,15,15,13,15,15,2607,719,48,0,0,0,746.88,0.0,0.0,0.0,0,0
2866,6443,2021-07-13 21:16:07.000,14.5795,121.0828,1.57,20.5,31,0.6452,14,16,16,14,16,16,2715,752,48,1,0,0,762.5,0.0,0.0,0.0,0,0
2867,6444,2021-07-13 21:16:07.000,14.5795,121.0828,1.57,20.5,11,0.4265,14,16,16,14,16,16,2727,760,47,2,0,0,746.88,0.0,0.0,0.0,0,0
2868,6445,2021-07-13 21:16:11.000,14.5795,121.0828,1.57,20.5,7,0.32,14,17,17,14,17,17,2727,759,52,2,0,0,825.0,0.0,0.0,0.0,0,0
2869,6446,2021-07-13 21:16:13.000,14.5795,121.0828,1.55,20.2,20,0.8885,14,17,17,14,17,17,2727,759,52,2,0,0,746.88,0.0,0.0,0.0,0,0
2870,6447,2021-07-13 21:16:15.000,14.5795,121.0828,1.14,20.2,16,0.6044,13,16,16,13,16,16,2658,731,56,2,0,0,746.88,0.0,0.0,0.0,0,0
2871,6448,2021-07-13 21:16:15.000,14.5795,121.0828,1.14,20.2,13,0.3949,13,15,15,13,15,15,2526,699,51,2,0,0,746.88,0.0,0.0,0.0,0,0
2872,6449,2021-07-13 21:16:19.000,14.5795,121.0829,1.59,19.8,12,0.3677,13,15,15,13,15,15,2541,700,48,2,0,0,746.88,0.0,0.0,0.0,0,0
2873,6450,2021-07-13 21:16:21.000,14.5795,121.0829,1.64,19.8,9,0.2863,13,15,15,13,15,15,2541,700,48,2,0,0,900.0,0.0,0.0,0.0,0,0
2874,6451,2021-07-13 21:16:23.000,14.5795,121.0829,1.64,19.8,8,0.3022,12,15,15,12,15,15,2451,680,45,2,0,0,746.88,0.0,0.0,0.0,0,0
2875,6452,2021-07-13 21:16:25.000,14.5795,121.0829,1.68,20.0,6,0.3872,12,15,15,12,15,15,2430,674,45,2,0,0,731.25,0.0,0.0,0.0,0,0
2876,6453,2021-07-13 21:16:27.000,14.5795,121.0829,1.49,20.0,7,0.5077,12,15,15,12,15,15,2430,674,45,2,0,0,731.25,0.0,0.0,0.0,0,0
2877,6454,2021-07-13 21:16:27.000,14.5795,121.0829,1.49,20.0,8,0.8273,11,14,14,11,14,14,2331,635,39,2,0,0,746.88,0.0,0.0,0.0,0,0
2878,6455,2021-07-13 21:16:31.000,14.5795,121.083,1.61,20.0,12,1.5711,11,13,13,11,13,13,2268,621,38,2,0,0,715.63,0.0,0.0,0.0,0,0
2879,6456,2021-07-13 21:16:33.000,14.5795,121.083,1.87,20.0,9,1.1527,10,13,13,10,13,13,2160,598,42,2,0,0,731.25,0.0,0.0,0.0,0,0
2880,6457,2021-07-13 21:16:35.000,14.5795,121.083,1.79,20.0,10,1.1224,10,13,13,10,13,13,2160,598,42,2,0,0,762.5,0.0,0.0,0.0,0,0
2881,6458,2021-07-13 21:16:37.000,14.5794,121.083,1.74,20.0,12,1.3165,11,13,13,11,13,13,2136,597,39,1,0,0,746.88,0.0,0.0,0.0,0,0
2882,6459,2021-07-13 21:16:37.000,14.5794,121.083,1.74,20.0,13,1.5912,10,12,12,10,12,12,2106,594,34,1,0,0,731.25,0.0,0.0,0.0,0,0
2883,6460,2021-07-13 21:16:41.000,14.5794,121.083,1.66,20.8,13,1.951,10,12,12,10,12,12,2106,594,34,1,0,0,731.25,0.0,0.0,0.0,0,0
2884,6461,2021-07-13 21:16:43.000,14.5794,121.083,1.58,20.9,28,4.9265,11,13,13,11,13,13,2172,614,34,1,0,0,731.25,0.0,0.0,0.0,0,0
2885,6462,2021-07-13 21:16:45.000,14.5794,121.0831,2.13,20.8,46,6.9673,12,13,13,12,13,13,2277,643,37,1,0,0,746.88,0.0,0.0,0.0,0,0
2886,6463,2021-07-13 21:16:47.000,14.5794,121.0831,2.12,20.8,17,3.1163,12,13,13,12,13,13,2262,642,43,1,0,0,731.25,0.0,0.0,0.0,0,0
2887,6464,2021-07-13 21:16:47.000,14.5794,121.0831,2.12,20.8,17,2.6989,12,13,13,12,13,13,2262,642,43,1,0,0,762.5,0.0,0.0,0.0,0,0
2888,6465,2021-07-13 21:16:51.000,14.5794,121.0831,1.87,20.8,16,2.1632,12,13,13,12,13,13,2220,625,47,1,0,0,731.25,0.0,0.0,0.0,0,0
2889,6466,2021-07-13 21:16:53.000,14.5794,121.0831,1.85,20.8,25,3.5731,12,13,13,12,13,13,2241,628,48,1,0,0,731.25,0.0,0.0,0.0,0,0
2890,6467,2021-07-13 21:16:55.000,14.5794,121.0831,1.57,20.4,12,2.0368,12,13,13,12,13,13,2241,628,48,1,0,0,731.25,0.0,0.0,0.0,0,0
2891,6468,2021-07-13 21:16:57.000,14.5794,121.0832,1.62,20.5,19,3.5168,12,13,13,12,13,13,2238,628,49,1,0,0,731.25,0.0,0.0,0.0,0,0
2892,6469,2021-07-13 21:16:59.000,14.5794,121.0832,1.62,20.3,21,4.6014,12,13,13,12,13,13,2274,638,52,1,0,0,731.25,0.0,0.0,0.0,0,0
2893,6470,2021-07-13 21:17:01.000,14.5794,121.0832,1.61,20.3,29,4.2687,12,13,13,12,13,13,2298,639,52,0,0,0,731.25,0.0,0.0,0.0,0,0
2894,6471,2021-07-13 21:17:03.000,14.5794,121.0832,1.64,20.4,17,1.9283,12,13,13,12,13,13,2298,639,52,0,0,0,746.88,0.0,0.0,0.0,0,0
2895,6472,2021-07-13 21:17:05.000,14.5794,121.0832,1.67,20.4,12,1.3671,12,13,13,12,13,13,2238,625,50,0,0,0,731.25,0.0,0.0,0.0,0,0
2896,6473,2021-07-13 21:17:07.000,14.5794,121.0832,1.63,20.3,14,1.1127,12,13,13,12,13,13,2277,631,50,0,0,0,731.25,0.0,0.0,0.0,0,0
2897,6474,2021-07-13 21:17:07.000,14.5794,121.0832,1.63,20.3,14,0.5508,12,13,13,12,13,13,2277,631,50,0,0,0,715.63,0.0,0.0,0.0,0,0
2898,6475,2021-07-13 21:17:11.000,14.5794,121.0833,1.99,20.2,20,0.8438,12,13,13,12,13,13,2277,631,47,0,0,0,746.88,0.0,0.0,0.0,0,0
2899,6476,2021-07-13 21:17:13.000,14.5794,121.0833,1.78,20.2,37,1.2147,12,13,13,12,13,13,2259,630,47,0,0,0,731.25,0.0,0.0,0.0,0,0
2900,6477,2021-07-13 21:17:15.000,14.5794,121.0833,1.79,20.3,42,1.4783,12,14,14,12,14,14,2301,637,53,1,0,0,731.25,0.0,0.0,0.0,0,0
2901,6478,2021-07-13 21:17:17.000,14.5794,121.0834,1.89,20.3,51,2.3832,12,14,14,12,14,14,2301,637,53,1,0,0,778.13,0.0,0.0,0.0,0,0
2902,6479,2021-07-13 21:17:17.000,14.5794,121.0834,1.89,20.3,63,4.3767,12,14,14,12,14,14,2403,670,52,1,0,0,715.63,0.0,0.0,0.0,0,0
2903,6480,2021-07-13 21:17:21.000,14.5794,121.0834,1.73,20.3,32,8.2077,12,14,14,12,14,14,2367,665,52,1,0,0,731.25,0.0,0.0,0.0,0,0
2904,6481,2021-07-13 21:17:23.000,14.5794,121.0834,1.49,19.6,68,18.1192,12,14,14,12,14,14,2367,665,52,1,0,0,715.63,0.0,0.0,0.0,0,0
2905,6482,2021-07-13 21:17:25.000,14.5794,121.0834,1.78,19.6,72,15.4747,12,15,15,12,15,15,2358,667,52,1,0,0,746.88,0.0,0.0,0.0,0,0
2906,6483,2021-07-13 21:17:27.000,14.5794,121.0834,1.32,19.8,53,10.5891,12,14,14,12,14,14,2340,657,47,1,0,0,809.38,0.0,0.0,0.0,0,0
2907,6484,2021-07-13 21:17:29.000,14.5794,121.0834,1.32,20.0,3,0.5222,13,14,14,13,14,14,2397,682,49,1,0,0,715.63,0.0,0.0,0.0,0,0
2908,6485,2021-07-13 21:17:31.000,14.5794,121.0835,0.94,20.0,4,0.5408,13,14,14,13,14,14,2397,682,49,1,0,0,762.5,0.0,0.0,0.0,0,0
2909,6486,2021-07-13 21:17:33.000,14.5794,121.0835,1.23,19.8,3,0.68,13,15,15,13,15,15,2433,685,54,1,0,0,731.25,0.0,0.0,0.0,0,0
2910,6487,2021-07-13 21:17:35.000,14.5794,121.0835,1.41,19.8,4,0.6442,13,15,15,13,15,15,2472,700,56,2,0,0,731.25,0.0,0.0,0.0,0,0
2911,6488,2021-07-13 21:17:37.000,14.5794,121.0835,1.69,19.9,4,0.6963,13,15,15,13,15,15,2472,700,56,2,0,0,809.38,0.0,0.0,0.0,0,0
2912,6489,2021-07-13 21:17:38.000,14.5794,121.0835,1.69,19.7,4,0.7486,13,16,16,13,16,16,2475,702,56,2,0,0,762.5,0.0,0.0,0.0,0,0
2913,6490,2021-07-13 21:17:41.000,14.5794,121.0835,1.63,19.7,3,0.6272,13,16,16,13,16,16,2526,702,56,3,0,0,731.25,0.0,0.0,0.0,0,0
2914,6491,2021-07-13 21:17:43.000,14.5794,121.0835,1.36,19.8,4,0.5408,13,15,15,13,15,15,2556,704,45,2,0,0,731.25,0.0,0.0,0.0,0,0
2915,6492,2021-07-13 21:17:43.000,14.5794,121.0835,1.36,19.8,4,0.6963,13,15,15,13,15,15,2556,704,45,2,0,0,731.25,0.0,0.0,0.0,0,0
2916,6493,2021-07-13 21:17:47.000,14.5794,121.0835,0.84,20.7,4,0.7486,13,15,15,13,15,15,2523,690,49,3,0,0,809.38,0.0,0.0,0.0,0,0
2917,6494,2021-07-13 21:17:49.000,14.5794,121.0835,0.84,21.3,4,0.8538,13,15,15,13,15,15,2550,696,49,3,0,0,731.25,0.0,0.0,0.0,0,0
